R,S,T,I_R,I_S,I_T,Kondisi
237.02,237.08,236.87,1.05,1.08,1.05,0
237.68,237.78,237.6,1.02,1.02,1.03,0
237.45,237.04,237.19,1.14,1.16,1.15,0
236.6,236.19,236.7,1.14,1.13,1.15,0
232.79,233.12,239.34,1.23,1.24,0.95,1
240.71,237.55,239.1,1.27,1.07,0.97,1
244.02,242.59,231.74,1.42,1.34,0.81,1
243.68,237.3,237.02,1.23,1.06,1.37,1
236.36,236.85,236.77,0.99,1.01,1.0,0
240.09,242.29,234.52,1.3,1.09,1.12,1
234.33,235.18,234.66,0.87,1.25,1.3,1
239.4,239.36,239.68,1.01,1.02,1.04,0
236.82,233.61,239.24,1.48,1.4,1.37,1
234.41,243.3,235.0,1.21,1.41,1.33,1
244.06,243.58,243.93,1.07,1.08,1.09,0
240.17,243.75,241.27,1.27,1.35,1.07,1
232.35,231.44,230.29,1.26,1.19,1.03,1
235.06,243.17,242.32,0.98,0.86,0.9,1
232.64,232.76,233.38,1.14,1.14,1.13,0
240.24,240.38,240.09,1.15,1.14,1.16,0
243.48,231.45,238.44,1.2,0.9,1.44,1
235.61,240.42,240.6,1.0,1.33,0.93,1
244.35,244.55,244.43,1.01,1.04,1.02,0
239.62,239.31,239.66,1.04,1.04,1.05,0
244.74,244.41,244.56,1.15,1.12,1.12,0
233.33,233.04,232.81,1.37,1.01,1.38,1
241.11,241.73,241.68,1.03,1.05,1.04,0
242.92,242.69,242.78,1.07,1.08,1.07,0
238.09,237.42,244.85,0.92,1.2,1.15,1
232.43,232.13,232.99,1.04,1.02,1.05,0
242.76,232.85,239.2,1.23,1.07,1.47,1
242.62,230.84,243.62,1.13,1.2,1.38,1
238.98,244.61,230.91,1.1,0.85,1.46,1
237.87,241.12,233.82,0.84,0.87,1.3,1
233.59,234.22,234.27,1.19,1.19,1.16,0
242.46,232.33,236.16,0.84,0.92,0.9,1
231.29,238.2,241.38,1.18,1.35,1.3,1
235.78,242.34,235.86,1.03,1.41,1.46,1
242.97,230.21,233.47,1.43,1.07,1.11,1
243.81,243.21,243.32,1.08,1.08,1.09,0
242.21,242.54,239.51,1.5,1.39,1.32,1
230.98,230.91,231.34,1.04,1.05,1.06,0
230.57,235.18,232.74,1.04,0.9,1.33,1
244.51,244.44,244.19,1.17,1.16,1.17,0
234.19,234.26,233.89,1.15,1.15,1.15,0
242.89,242.87,242.82,1.13,1.14,1.15,0
238.04,237.59,237.24,1.1,1.12,1.11,0
239.77,235.25,242.15,0.93,1.35,1.05,1
244.64,238.32,238.55,0.9,0.99,1.1,1
243.8,244.71,232.38,0.86,0.9,0.85,1
236.96,236.51,236.76,1.04,1.01,1.02,0
230.73,230.48,230.58,1.1,1.08,1.1,0
232.34,232.4,232.99,1.07,1.08,1.08,0
243.71,243.01,243.59,1.2,1.21,1.19,0
231.03,232.23,236.6,1.45,1.13,1.23,1
240.44,240.18,240.54,1.15,1.13,1.14,0
239.86,244.24,236.57,1.01,1.01,0.84,1
240.0,240.42,239.99,1.16,1.16,1.15,0
232.36,232.85,232.16,1.1,1.11,1.1,0
232.43,233.18,232.69,1.05,1.09,1.05,1
237.68,237.7,237.39,1.18,1.19,1.17,0
243.63,243.08,239.98,0.92,1.04,1.43,1
234.37,236.44,231.63,1.43,0.84,1.34,1
242.98,242.88,242.92,1.05,1.06,1.08,0
239.06,244.24,232.87,0.9,0.94,0.96,1
236.24,235.78,235.92,1.16,1.18,1.17,0
232.37,231.94,232.52,1.15,1.14,1.15,0
238.87,238.9,239.0,1.14,1.14,1.15,0
240.4,241.35,241.5,1.4,1.39,1.38,0
242.19,230.66,230.19,1.47,1.02,1.47,1
230.86,231.35,230.88,1.19,1.21,1.2,0
233.43,238.66,231.62,1.19,0.91,1.0,1
241.26,235.0,231.51,1.29,1.09,1.23,1
235.08,234.99,235.15,1.12,1.11,1.08,1
241.58,240.73,240.68,1.11,1.09,1.09,0
233.1,232.95,232.99,1.08,1.08,1.08,0
241.17,237.97,235.9,1.17,1.02,1.15,1
239.4,233.86,231.61,1.12,0.91,1.38,1
242.87,233.12,231.32,1.39,0.96,0.8,1
230.29,232.47,235.86,0.97,0.96,0.95,0
240.72,240.62,241.07,1.2,1.2,1.18,0
235.58,240.55,244.66,1.38,1.45,1.18,1
243.02,243.5,243.38,1.16,1.13,1.15,0
243.27,243.86,243.25,1.14,1.16,1.15,0
235.99,236.14,236.29,1.12,1.12,1.1,0
242.14,236.06,237.74,1.12,1.04,1.46,1
234.83,234.75,233.43,0.87,1.37,1.22,1
239.86,240.42,230.65,0.98,1.31,1.24,1
244.12,234.67,230.51,1.25,1.27,1.22,1
232.12,241.06,233.0,0.97,0.92,0.93,1
242.11,239.67,241.55,1.13,1.23,1.08,1
244.0,244.02,244.2,1.17,1.15,1.15,0
236.16,236.67,236.58,1.03,1.02,1.04,0
237.98,238.36,238.08,1.15,1.15,1.14,0
230.99,230.93,230.49,1.17,1.19,1.18,0
232.41,231.91,232.4,1.05,1.05,1.05,0
232.01,232.18,232.46,1.07,1.03,1.05,0
236.92,236.03,236.07,1.16,1.14,1.15,0
234.69,234.31,234.03,1.11,1.08,1.09,0
243.18,232.22,235.65,1.17,1.07,1.09,1
236.8,240.03,235.15,1.13,1.49,1.07,1
233.03,233.04,233.21,1.18,1.17,1.19,0
235.67,235.66,235.64,1.16,1.15,1.17,0
232.91,232.89,232.82,1.05,1.04,1.07,0
232.56,235.42,237.75,0.87,1.36,1.21,1
240.07,239.9,240.03,1.09,1.11,1.1,0
235.75,237.79,232.96,1.06,0.9,1.1,1
243.24,243.54,243.61,1.19,1.16,1.19,0
241.83,230.21,244.3,1.37,1.34,1.05,1
244.74,244.55,244.42,1.14,1.15,1.16,0
233.26,234.13,233.57,1.2,1.2,1.19,0
243.1,240.51,235.33,1.08,1.25,1.2,1
242.19,235.42,240.91,1.4,1.04,1.16,1
230.0,230.34,230.87,1.06,1.06,1.05,0
240.17,239.62,239.34,1.04,1.01,1.01,1
240.31,240.23,240.59,1.18,1.17,1.18,0
241.39,240.87,244.5,1.43,0.83,0.87,1
230.99,232.06,242.97,1.19,1.32,1.29,1
230.44,230.85,230.26,1.15,1.14,1.13,0
244.61,244.24,244.29,1.09,1.1,1.1,0
237.16,238.53,238.35,1.26,1.34,1.1,1
244.7,244.49,245.32,1.12,1.15,1.15,0
243.75,244.18,243.88,1.06,1.08,1.08,0
231.86,233.49,236.1,1.28,1.24,1.43,1
235.54,239.04,230.59,0.96,1.18,1.01,1
232.19,239.92,240.56,0.98,1.42,1.41,1
243.8,235.53,238.18,1.18,1.1,1.22,1
236.35,238.58,231.46,1.3,1.22,1.45,1
233.38,238.64,235.0,0.89,1.07,0.99,1
235.86,236.01,235.95,1.09,1.08,1.06,0
236.23,236.72,236.52,1.12,1.14,1.14,0
241.84,236.87,241.0,1.0,0.89,1.47,1
236.31,236.77,236.82,1.12,1.14,1.15,0
230.33,235.79,236.58,1.46,1.35,1.08,1
243.17,243.44,243.81,1.04,1.04,1.03,0
233.45,233.61,233.55,1.04,1.03,1.02,0
232.5,232.41,232.62,1.06,1.05,1.06,0
241.11,240.53,240.5,1.0,1.03,1.03,0
239.62,240.34,239.64,1.07,1.06,1.07,0
233.63,239.86,233.59,0.92,1.33,1.19,1
233.19,237.9,231.72,1.15,1.03,1.14,1
234.49,234.44,234.33,1.17,1.18,1.2,0
230.15,230.7,230.68,1.05,1.05,1.06,0
240.53,240.2,240.18,1.15,1.14,1.15,0
241.73,241.03,241.73,1.07,1.09,1.08,0
244.58,234.21,242.71,0.95,1.01,0.94,1
243.28,243.36,244.15,1.13,1.16,1.15,0
243.51,237.26,237.84,1.37,1.16,1.32,1
242.99,242.3,232.3,0.8,1.22,0.84,1
238.24,238.14,237.73,1.04,1.03,1.04,0
241.56,243.7,243.21,1.08,0.94,1.42,1
231.41,231.36,231.19,1.12,1.1,1.11,0
243.66,243.55,243.37,1.21,1.2,1.22,0
231.1,231.19,239.02,1.26,0.95,1.5,1
238.74,232.42,243.51,1.17,1.29,1.42,1
233.68,239.4,240.16,1.27,0.8,1.03,1
238.52,241.5,236.15,1.12,0.99,0.92,1
232.54,244.64,233.48,0.95,1.16,0.84,1
240.46,231.67,231.94,1.42,1.07,1.1,1
239.19,235.58,230.22,1.22,1.23,1.4,1
234.1,232.37,234.14,0.83,1.11,1.45,1
235.02,235.13,234.69,1.16,1.17,1.19,0
231.56,232.01,231.64,1.14,1.11,1.12,0
234.26,234.56,234.16,1.11,1.08,1.1,0
234.96,234.74,234.34,1.12,1.14,1.14,0
238.47,237.99,238.34,1.09,1.08,1.05,0
232.0,242.16,236.88,1.22,1.35,0.85,1
230.07,233.47,233.25,1.31,1.22,1.19,1
243.86,233.47,237.29,1.32,1.43,1.01,1
230.57,231.04,230.79,1.04,1.03,1.06,0
243.93,243.57,244.25,1.02,1.03,1.05,0
240.52,239.79,240.5,1.17,1.19,1.18,0
234.95,240.66,244.54,1.18,1.49,1.27,1
236.29,244.5,235.44,0.8,1.18,1.45,1
242.73,242.42,242.32,1.05,1.07,1.06,0
241.0,240.38,240.5,1.08,1.09,1.11,0
232.5,240.64,230.57,1.06,1.32,0.94,1
233.35,234.28,234.01,1.21,1.18,1.19,0
236.64,239.99,244.28,1.38,1.22,1.28,1
237.51,237.7,236.91,1.21,1.19,1.2,0
234.37,234.29,234.58,1.1,1.09,1.11,0
230.93,230.55,230.51,1.04,1.03,1.03,0
234.3,232.5,237.61,1.03,0.95,1.46,1
233.16,233.64,233.15,1.18,1.18,1.2,0
242.45,239.2,232.69,1.36,1.2,1.43,1
244.02,241.98,239.37,0.98,0.86,0.8,1
238.04,237.99,238.43,1.14,1.17,1.17,0
231.21,237.24,243.5,0.93,0.93,1.11,1
240.22,239.74,239.87,1.05,1.04,1.04,0
233.81,233.78,233.7,1.08,1.11,1.11,0
236.0,235.94,236.32,1.04,1.04,1.02,0
244.36,243.14,236.23,1.06,0.83,1.32,1
243.41,235.48,243.07,1.36,1.27,1.48,1
230.1,241.11,232.86,1.19,0.9,1.48,1
231.06,231.93,243.11,0.87,1.29,1.4,1
236.36,240.49,238.76,1.16,1.31,1.41,1
239.25,239.62,239.2,1.03,1.02,1.02,0
233.33,237.67,235.45,0.88,1.1,1.08,1
237.5,243.89,238.39,1.2,1.25,1.44,1
233.38,232.55,243.92,0.97,1.21,1.14,1
240.06,240.57,240.06,1.07,1.07,1.08,0
230.66,231.56,230.75,1.09,1.1,1.09,0
238.25,232.56,230.29,1.18,1.39,0.92,1
244.41,243.74,244.46,1.01,1.03,1.03,0
242.94,236.96,233.49,1.11,1.11,0.81,1
239.91,240.45,240.13,1.14,1.11,1.14,0
235.01,235.13,234.77,0.98,1.01,0.98,0
234.74,237.79,233.68,1.43,1.45,1.18,1
238.75,238.45,238.57,1.18,1.19,1.19,0
238.94,233.99,233.96,1.25,1.41,1.38,1
236.91,237.31,236.87,1.06,1.06,1.04,0
233.83,233.67,233.05,1.05,1.03,1.03,0
239.51,232.22,241.74,1.3,1.34,0.98,1
230.73,230.28,230.76,1.2,1.2,1.17,0
233.7,234.35,233.63,1.11,1.13,1.11,0
230.96,230.59,230.64,1.03,1.02,1.02,0
233.16,233.06,232.51,1.21,1.2,1.19,0
233.36,233.73,233.74,1.17,1.19,1.16,0
231.46,234.09,235.45,0.92,1.09,0.82,1
238.71,239.2,238.28,1.11,1.14,1.12,0
242.91,230.72,231.7,0.93,0.81,0.94,1
234.9,234.41,234.93,1.16,1.15,1.17,0
237.69,237.45,236.76,1.04,1.01,1.02,0
230.86,230.95,238.1,1.34,0.84,1.26,1
232.53,232.66,233.1,1.16,1.18,1.19,0
241.89,237.16,242.94,0.91,1.14,0.89,1
240.88,240.79,240.86,1.03,1.0,1.02,0
243.71,244.1,243.45,1.16,1.16,1.17,0
240.72,234.09,242.4,1.42,1.02,1.08,1
234.25,233.07,236.87,1.03,1.31,0.85,1
244.36,234.45,233.06,1.31,0.91,0.88,1
237.27,243.51,235.29,1.07,1.32,1.01,1
232.71,239.58,237.5,1.04,1.0,1.1,1
242.94,243.34,243.7,1.03,1.07,1.04,0
245.09,245.02,245.13,1.1,1.07,1.08,0
234.44,234.58,234.81,1.18,1.19,1.19,0
233.25,244.5,243.52,1.41,1.35,1.07,1
230.75,230.1,242.92,1.08,1.37,0.9,1
232.54,231.97,232.2,1.14,1.13,1.14,0
230.04,230.58,230.65,1.12,1.13,1.12,0
243.34,243.5,243.68,1.16,1.15,1.16,0
240.19,240.4,240.12,1.06,1.03,1.05,0
235.08,232.04,236.28,1.44,1.29,1.12,1
241.57,241.27,235.49,0.81,0.89,0.99,1
242.51,242.61,242.54,1.07,1.06,1.08,0
240.05,241.83,230.05,1.19,0.81,1.28,1
232.38,232.74,232.14,1.11,1.1,1.13,0
232.8,233.26,233.21,1.2,1.19,1.18,0
236.97,237.41,236.59,1.1,1.09,1.08,0
241.11,241.67,241.18,1.03,1.0,1.0,0
237.8,237.83,237.51,1.05,1.06,1.05,0
244.47,240.89,237.48,0.87,1.38,1.21,1
233.96,233.72,233.67,1.05,1.05,1.08,0
238.09,235.44,242.27,1.26,0.84,1.09,1
230.42,231.08,230.94,1.19,1.19,1.19,0
243.35,243.5,243.29,1.17,1.18,1.18,0
233.38,241.22,237.0,1.11,0.95,1.32,1
239.14,239.09,238.81,1.15,1.13,1.14,0
239.2,244.18,240.13,1.34,1.13,1.3,1
243.24,243.55,243.22,1.07,1.08,1.09,0
230.21,232.03,235.1,1.46,0.91,1.35,1
230.23,230.28,230.27,1.09,1.1,1.1,0
239.74,239.34,239.22,1.1,1.12,1.1,0
236.79,243.59,234.02,1.34,1.39,0.82,1
230.05,238.49,243.24,1.23,0.96,1.35,1
236.16,236.48,235.93,1.06,1.08,1.06,0
232.66,240.54,232.66,1.35,0.81,1.05,1
241.47,241.36,241.09,1.0,1.02,0.99,0
233.98,234.22,234.01,1.13,1.14,1.12,0
232.33,232.32,232.15,1.09,1.05,1.07,0
236.14,236.12,244.47,1.38,0.99,1.03,1
242.41,242.26,241.95,1.0,1.0,1.02,0
240.04,230.83,232.35,1.45,1.26,1.1,1
237.13,237.31,236.97,1.18,1.19,1.16,0
236.64,243.97,243.9,1.39,0.86,1.29,1
242.97,237.39,235.42,1.45,1.02,0.96,1
243.49,244.22,243.42,1.05,1.01,1.02,1
241.46,237.86,233.04,1.39,1.15,1.38,1
241.73,232.1,239.09,1.28,1.36,1.26,1
241.19,242.01,241.94,1.01,1.03,1.02,0
238.71,238.3,237.95,1.13,1.14,1.12,0
243.44,235.17,233.77,0.83,1.25,1.14,1
234.81,244.97,240.45,1.24,1.06,1.12,1
238.91,240.04,238.18,1.37,1.22,1.11,1
238.75,241.79,235.5,1.04,1.18,1.14,1
236.63,230.44,232.21,1.46,1.02,0.88,1
233.08,231.82,234.84,1.33,0.93,0.93,1
230.78,242.49,238.75,1.48,0.84,1.22,1
230.84,244.04,231.93,1.43,1.43,1.14,1
240.02,236.54,232.7,1.47,0.9,1.43,1
231.92,232.29,232.54,1.07,1.08,1.09,0
237.44,236.95,236.59,1.1,1.08,1.12,0
234.75,232.04,241.52,0.87,0.96,0.89,1
233.75,238.6,232.3,1.35,1.16,1.33,1
238.27,238.19,238.0,1.16,1.17,1.17,0
242.27,242.65,243.08,1.07,1.06,1.06,0
231.12,231.6,231.7,1.11,1.13,1.14,0
242.73,242.53,242.75,1.05,1.06,1.05,0
237.92,242.96,231.64,1.5,1.28,1.13,1
237.46,240.71,234.39,1.43,1.36,1.09,1
242.13,241.83,242.29,1.12,1.16,1.15,0
235.63,235.46,235.24,1.12,1.12,1.12,0
243.65,234.09,244.7,1.43,1.23,0.92,1
232.5,235.9,244.58,0.99,0.89,0.99,1
236.3,236.7,236.58,1.11,1.09,1.09,0
240.25,240.93,240.65,1.1,1.09,1.1,0
239.1,237.22,242.07,0.87,1.03,1.35,1
241.0,233.93,244.09,1.17,1.11,1.15,1
231.63,230.71,232.77,1.13,1.4,0.99,1
233.27,233.49,233.89,1.04,1.06,1.07,0
237.45,236.82,244.61,1.48,1.17,0.88,1
240.52,240.57,240.32,1.1,1.08,1.08,0
241.14,241.25,241.58,1.19,1.2,1.19,0
230.35,230.4,230.35,1.19,1.18,1.16,0
230.99,241.49,241.61,0.92,0.9,1.15,1
233.06,232.64,237.41,0.83,1.18,1.36,1
242.42,241.93,242.82,1.02,1.05,1.03,0
242.42,232.49,230.65,1.01,1.43,1.1,1
242.71,241.26,232.06,1.02,0.8,1.44,1
240.91,236.63,243.02,1.07,0.83,0.88,1
243.59,237.75,244.57,1.06,1.26,1.37,1
235.33,244.11,241.89,0.86,1.4,1.35,1
231.74,243.44,239.03,1.23,1.21,1.05,1
232.37,232.09,231.9,1.15,1.16,1.17,0
230.47,230.42,230.68,1.17,1.2,1.19,0
241.68,242.28,241.86,1.18,1.18,1.17,0
232.07,237.62,241.26,1.44,0.92,1.02,1
243.21,242.97,243.53,1.1,1.12,1.12,0
232.02,232.03,231.97,1.14,1.15,1.14,0
235.85,243.12,230.98,1.41,1.03,1.26,1
240.57,240.74,240.2,1.12,1.14,1.13,0
234.44,244.91,232.81,0.91,0.81,1.19,1
231.15,243.56,233.41,1.3,1.22,1.16,1
236.09,237.75,239.78,0.9,0.9,1.37,1
242.28,231.5,240.98,0.95,0.93,1.39,1
241.09,241.11,240.53,1.13,1.1,1.1,0
244.54,235.72,236.84,0.9,0.82,1.4,1
237.38,241.38,233.59,1.05,1.06,1.2,1
233.28,240.54,234.18,0.92,1.35,0.83,1
230.44,230.46,230.29,1.14,1.15,1.15,0
242.45,237.89,241.8,1.16,0.96,0.99,1
238.4,241.63,239.1,1.25,0.98,1.18,1
232.75,238.0,236.66,1.39,1.05,1.22,1
242.49,242.45,242.62,1.0,1.0,1.02,0
235.15,234.73,235.26,1.02,1.02,1.0,0
232.39,242.52,240.93,1.28,1.09,1.24,1
239.28,238.15,232.29,1.24,1.34,0.95,1
240.82,240.77,240.18,1.12,1.11,1.09,0
241.18,236.26,241.34,1.47,1.03,0.95,1
231.06,230.96,230.99,1.04,1.05,1.03,0
240.94,240.83,241.05,1.17,1.17,1.2,0
244.76,232.5,241.11,1.47,1.33,1.09,1
243.29,243.34,243.47,1.09,1.11,1.09,0
238.46,239.25,232.67,1.22,1.07,1.49,1
231.34,240.26,243.82,0.85,0.81,1.21,1
233.59,232.0,239.88,0.93,0.9,1.37,1
235.27,235.89,244.62,0.93,1.39,0.84,1
244.56,232.8,239.16,1.36,1.35,1.06,1
241.82,237.81,234.92,0.82,1.17,1.03,1
233.61,232.78,233.63,1.11,1.11,1.13,0
242.79,243.64,235.86,1.44,1.29,0.89,1
232.11,231.54,232.18,1.12,1.11,1.11,0
233.53,233.83,233.5,1.17,1.14,1.17,1
236.39,230.51,236.75,1.13,0.86,1.25,1
240.52,231.91,240.47,0.83,0.93,1.37,1
239.17,238.91,238.83,1.08,1.07,1.1,0
239.73,240.17,240.27,1.15,1.15,1.17,0
240.52,240.73,240.6,1.16,1.16,1.16,0
233.19,237.51,235.8,1.06,1.17,1.37,1
237.32,237.83,237.52,1.0,1.03,1.0,0
244.36,240.75,230.32,0.88,0.83,1.46,1
242.47,238.74,231.18,0.88,1.25,1.23,1
244.45,240.49,244.88,0.85,1.48,1.01,1
238.96,239.15,239.5,1.14,1.11,1.15,0
231.96,244.21,238.54,1.47,1.23,1.3,1
233.34,233.08,243.33,1.03,1.27,1.48,1
239.64,239.45,240.1,1.12,1.1,1.09,0
236.41,237.05,237.11,1.12,1.14,1.11,0
243.34,230.7,243.88,0.9,0.98,1.09,1
243.01,243.1,243.26,1.15,1.13,1.14,0
239.64,239.59,239.95,1.11,1.13,1.11,0
236.37,232.99,231.27,1.48,1.24,0.97,1
237.83,238.31,238.26,1.17,1.15,1.14,0
243.25,237.21,231.38,1.47,1.11,0.99,1
241.99,232.86,242.31,0.83,1.48,0.84,1
230.89,230.33,230.88,1.02,1.02,1.0,0
241.98,241.54,243.1,0.88,1.36,1.36,1
230.72,230.81,230.92,1.12,1.1,1.09,0
231.07,231.37,231.13,1.06,1.06,1.05,0
242.39,233.46,237.45,0.84,0.83,0.93,1
238.9,238.19,238.38,1.16,1.15,1.12,0
239.48,239.03,239.38,1.14,1.13,1.14,0
238.31,238.34,238.45,1.04,1.01,1.01,0
244.53,241.05,243.09,1.42,0.83,1.35,1
233.57,233.01,233.83,1.07,1.09,1.1,0
235.84,235.88,235.77,1.18,1.16,1.18,0
232.76,238.29,232.02,1.34,1.29,1.3,1
233.07,232.34,232.43,1.02,1.01,1.02,0
236.56,237.05,237.15,1.06,1.06,1.07,0
239.12,230.79,244.18,1.3,1.41,1.32,1
244.04,240.97,238.79,1.35,0.93,1.44,1
237.44,233.18,231.09,1.12,1.11,1.21,1
243.65,244.78,233.07,1.47,1.31,1.32,1
231.6,235.38,238.53,1.16,1.4,0.84,1
244.23,233.69,240.08,1.18,0.97,0.95,1
233.88,234.58,234.14,1.0,1.01,1.03,0
237.7,237.69,237.41,1.02,1.02,1.06,1
240.6,240.47,240.6,1.16,1.17,1.18,0
236.35,236.39,235.75,1.09,1.11,1.09,0
230.52,230.01,240.61,0.9,0.96,0.91,1
231.6,236.02,240.3,1.3,0.99,1.28,1
239.33,243.67,230.8,1.3,1.12,1.43,1
238.08,237.5,237.34,1.17,1.17,1.15,0
234.98,234.59,235.05,1.04,1.06,1.07,0
239.7,232.63,238.75,1.15,0.93,1.42,1
244.79,239.17,235.04,1.25,0.96,1.05,1
235.48,242.89,235.05,1.29,1.12,0.94,1
231.69,241.23,243.81,1.01,1.24,1.0,1
232.15,232.07,232.39,1.06,1.07,1.07,0
241.51,241.47,241.56,1.15,1.16,1.16,0
242.79,238.97,235.06,0.85,0.88,1.13,1
237.15,237.49,237.35,1.1,1.09,1.09,0
233.57,233.42,231.95,0.93,1.05,0.86,1
244.05,244.78,244.7,1.02,1.03,1.02,0
231.28,242.8,238.37,1.07,0.97,0.91,1
242.54,243.44,237.65,1.24,0.9,1.01,1
242.24,232.08,234.08,1.01,1.0,1.28,1
232.97,236.21,241.61,1.19,1.2,1.49,1
243.5,243.81,244.13,1.21,1.19,1.19,0
230.35,229.62,229.97,1.08,1.08,1.05,0
241.08,235.5,234.8,1.35,0.94,1.13,1
241.72,241.65,241.85,1.19,1.18,1.18,0
234.0,237.04,241.15,1.23,1.27,0.81,1
243.2,242.97,243.73,1.09,1.09,1.11,0
239.85,239.8,239.57,1.04,1.04,1.02,0
232.38,232.54,232.45,1.14,1.16,1.16,0
241.22,242.71,231.18,1.29,1.11,1.02,1
235.68,235.61,235.31,1.07,1.09,1.06,0
230.38,235.85,235.81,1.49,1.11,1.15,1
230.25,231.27,230.52,1.06,1.13,1.02,1
238.71,241.02,237.74,1.23,1.09,1.44,1
234.28,234.06,233.77,1.16,1.17,1.17,0
243.77,243.67,235.84,1.38,1.43,1.21,1
239.74,240.51,240.42,1.14,1.15,1.15,0
243.99,239.44,243.98,1.25,1.22,1.27,1
234.28,238.66,235.95,1.5,1.32,1.15,1
239.23,239.58,239.27,1.08,1.09,1.09,0
233.79,231.73,240.67,1.07,1.18,0.94,1
242.53,236.95,233.04,1.05,1.29,1.11,1
241.45,238.34,244.17,1.04,0.99,1.19,1
233.0,231.02,241.02,1.18,0.89,0.97,1
240.99,241.03,240.5,1.03,1.04,1.04,0
234.23,236.8,238.57,0.89,1.16,0.94,1
237.26,243.04,242.22,1.0,1.48,0.85,1
237.5,238.26,237.68,1.13,1.13,1.1,0
232.09,237.73,237.44,0.9,0.84,1.02,1
238.68,231.88,242.62,1.0,1.48,0.95,1
231.94,241.31,235.71,1.33,1.1,1.39,1
238.37,238.06,236.04,1.02,0.84,0.82,1
240.09,233.5,233.26,1.38,1.37,0.81,1
235.52,233.53,243.53,1.06,1.17,1.44,1
230.66,230.61,237.58,1.45,1.38,1.29,1
234.38,232.08,244.64,1.23,1.28,0.88,1
237.89,242.23,242.92,1.37,1.02,1.17,1
236.53,239.86,235.07,0.89,1.45,1.47,1
238.33,238.78,238.09,1.2,1.18,1.2,0
239.29,244.46,235.26,1.08,1.35,1.34,1
237.07,243.68,233.93,1.34,1.49,0.81,1
239.75,239.83,239.72,1.2,1.19,1.18,0
241.71,241.09,241.54,1.07,1.07,1.09,0
234.81,243.69,235.74,1.34,0.98,1.45,1
243.11,243.18,242.61,1.16,1.15,1.17,0
233.0,232.83,232.62,1.09,1.11,1.1,0
231.11,230.95,231.1,1.19,1.21,1.18,0
236.86,236.86,236.13,1.17,1.19,1.17,0
230.03,241.14,243.52,1.41,1.37,1.49,1
243.6,244.83,244.05,1.09,0.83,1.32,1
242.8,241.42,237.81,1.09,1.42,1.01,1
240.87,231.74,233.99,1.46,1.28,0.95,1
243.41,243.25,243.82,1.04,1.04,1.05,0
232.3,232.59,233.09,1.01,1.01,1.01,0
237.38,233.56,233.86,1.39,1.1,1.46,1
234.12,239.51,237.98,1.37,1.26,0.99,1
244.33,244.76,244.16,1.12,1.12,1.12,0
241.85,241.47,240.93,1.17,1.17,1.15,0
244.37,243.78,244.34,1.01,1.01,1.01,0
230.62,230.44,230.33,1.06,1.1,1.07,0
231.65,231.32,231.03,1.13,1.15,1.14,0
241.66,241.1,241.92,1.17,1.16,1.17,0
239.21,237.3,241.75,0.84,0.84,1.13,1
233.96,233.81,233.96,1.08,1.08,1.09,0
240.01,234.72,231.06,1.04,0.96,1.1,1
243.19,243.9,243.24,1.09,1.11,1.08,0
231.64,242.77,234.43,1.33,0.93,1.35,1
239.2,230.51,234.33,1.27,1.42,1.44,1
239.65,230.96,243.26,1.38,1.35,1.14,1
234.18,238.41,241.46,1.17,0.99,1.04,1
232.81,244.29,238.14,1.08,1.31,0.91,1
242.45,241.67,242.57,0.84,1.14,1.16,1
243.93,243.53,243.11,1.09,1.08,1.1,0
234.83,234.4,234.7,1.02,1.0,1.01,0
236.28,243.76,244.65,0.95,0.95,1.22,1
241.17,242.67,241.53,1.15,1.31,1.36,1
239.9,240.42,240.45,1.03,1.02,1.03,0
232.53,232.69,232.65,1.16,1.14,1.14,0
237.21,234.61,240.7,1.16,0.81,0.92,1
244.88,242.49,235.99,1.05,0.93,0.81,1
242.61,236.82,236.38,1.28,1.05,0.96,1
231.98,230.63,232.71,1.44,1.1,1.43,1
232.29,231.95,231.62,1.13,1.12,1.13,0
239.41,242.42,240.92,1.26,1.39,1.43,1
235.72,235.03,235.62,1.21,1.2,1.19,0
242.37,242.53,242.42,1.14,1.13,1.14,0
232.33,234.91,231.33,1.32,0.81,1.27,1
232.19,238.47,236.78,1.38,1.33,1.06,1
239.09,230.98,239.6,1.06,1.02,0.85,1
243.75,238.29,240.95,1.04,1.42,1.47,1
231.58,231.39,231.31,1.17,1.15,1.16,0
231.1,230.84,230.37,1.13,1.12,1.12,0
240.47,234.98,235.65,0.84,0.89,1.36,1
239.45,239.22,239.47,1.19,1.2,1.18,0
237.09,230.4,230.53,1.15,1.08,1.29,1
238.39,236.83,235.73,1.15,1.43,1.36,1
237.9,243.59,244.31,1.22,0.96,1.49,1
242.04,237.26,243.75,1.06,0.87,0.88,1
230.07,233.5,243.41,1.26,1.26,0.99,1
244.16,243.51,243.68,1.03,1.02,1.01,0
243.5,243.77,243.78,1.09,1.09,1.1,0
242.23,241.67,236.25,0.93,1.21,1.34,1
234.88,234.98,234.91,1.09,1.11,1.1,0
234.48,234.43,234.59,1.02,1.02,1.01,0
238.62,242.77,243.99,0.97,1.19,1.48,1
241.86,237.54,241.45,0.98,1.25,0.92,1
234.33,233.9,234.55,1.04,1.03,1.02,0
233.48,240.27,235.18,1.29,1.45,1.06,1
240.78,243.98,243.68,1.34,1.22,1.13,1
241.28,241.51,241.68,1.07,1.1,1.08,0
